AID,Year,Title,Abstract,Authors,DOI,Link
http://arxiv.org/abs/2004.04788v2,2020,D-SRGAN: DEM Super-Resolution with Generative Adversarial Networks,"  LIDAR (light detection and ranging) is an optical remote-sensing technique
that measures the distance between sensor and object, and the reflected energy
from the object. Over the years, LIDAR data has been used as the primary source
of Digital Elevation Models (DEMs). DEMs have been used in a variety of
applications like road extraction, hydrological modeling, flood mapping, and
surface analysis. A number of studies in flooding suggest the usage of
high-resolution DEMs as inputs in the applications improve the overall
reliability and accuracy. Despite the importance of high-resolution DEM, many
areas in the United States and the world do not have access to high-resolution
DEM due to technological limitations or the cost of the data collection. With
recent development in Graphical Processing Units (GPU) and novel algorithms,
deep learning techniques have become attractive to researchers for their
performance in learning features from high-resolution datasets. Numerous new
methods have been proposed such as Generative Adversarial Networks (GANs) to
create intelligent models that correct and augment large-scale datasets. In
this paper, a GAN based model is developed and evaluated, inspired by single
image super-resolution methods, to increase the spatial resolution of a given
DEM dataset up to 4 times without additional information related to data.
",Bekir Z Demiray; Muhammed Sit; Ibrahim Demir,10.48550/arXiv.2004.04788,http://arxiv.org/abs/2004.04788v2
http://arxiv.org/abs/2007.14007v1,2020,"Coupled Convolutional Neural Network with Adaptive Response Function
  Learning for Unsupervised Hyperspectral Super-Resolution","  Due to the limitations of hyperspectral imaging systems, hyperspectral
imagery (HSI) often suffers from poor spatial resolution, thus hampering many
applications of the imagery. Hyperspectral super-resolution refers to fusing
HSI and MSI to generate an image with both high spatial and high spectral
resolutions. Recently, several new methods have been proposed to solve this
fusion problem, and most of these methods assume that the prior information of
the Point Spread Function (PSF) and Spectral Response Function (SRF) are known.
However, in practice, this information is often limited or unavailable. In this
work, an unsupervised deep learning-based fusion method - HyCoNet - that can
solve the problems in HSI-MSI fusion without the prior PSF and SRF information
is proposed. HyCoNet consists of three coupled autoencoder nets in which the
HSI and MSI are unmixed into endmembers and abundances based on the linear
unmixing model. Two special convolutional layers are designed to act as a
bridge that coordinates with the three autoencoder nets, and the PSF and SRF
parameters are learned adaptively in the two convolution layers during the
training process. Furthermore, driven by the joint loss function, the proposed
method is straightforward and easily implemented in an end-to-end training
manner. The experiments performed in the study demonstrate that the proposed
method performs well and produces robust results for different datasets and
arbitrary PSFs and SRFs.
",Ke Zheng; Lianru Gao; Wenzhi Liao; Danfeng Hong; Bing Zhang; Ximin Cui; Jocelyn Chanussot,10.1109/TGRS.2020.3006534,http://arxiv.org/abs/2007.14007v1
http://arxiv.org/abs/2105.03579v2,2021,Unsupervised Remote Sensing Super-Resolution via Migration Image Prior,"  Recently, satellites with high temporal resolution have fostered wide
attention in various practical applications. Due to limitations of bandwidth
and hardware cost, however, the spatial resolution of such satellites is
considerably low, largely limiting their potentials in scenarios that require
spatially explicit information. To improve image resolution, numerous
approaches based on training low-high resolution pairs have been proposed to
address the super-resolution (SR) task. Despite their success, however,
low/high spatial resolution pairs are usually difficult to obtain in satellites
with a high temporal resolution, making such approaches in SR impractical to
use. In this paper, we proposed a new unsupervised learning framework, called
""MIP"", which achieves SR tasks without low/high resolution image pairs. First,
random noise maps are fed into a designed generative adversarial network (GAN)
for reconstruction. Then, the proposed method converts the reference image to
latent space as the migration image prior. Finally, we update the input noise
via an implicit method, and further transfer the texture and structured
information from the reference image. Extensive experimental results on the
Draper dataset show that MIP achieves significant improvements over
state-of-the-art methods both quantitatively and qualitatively. The proposed
MIP is open-sourced at http://github.com/jiaming-wang/MIP.
",Jiaming Wang; Zhenfeng Shao; Tao Lu; Xiao Huang; Ruiqian Zhang; Yu Wang,10.48550/arXiv.2105.03579,http://arxiv.org/abs/2105.03579v2
http://arxiv.org/abs/2207.02301v1,2022,"Effectivity of super resolution convolutional neural network for the
  enhancement of land cover classification from medium resolution satellite
  images","  In the modern world, satellite images play a key role in forest management
and degradation monitoring. For a precise quantification of forest land cover
changes, the availability of spatially fine resolution data is a necessity.
Since 1972, NASAs LANDSAT Satellites are providing terrestrial images covering
every corner of the earth, which have been proved to be a highly useful
resource for terrestrial change analysis and have been used in numerous other
sectors. However, freely accessible satellite images are, generally, of medium
to low resolution which is a major hindrance to the precision of the analysis.
Hence, we performed a comprehensive study to prove our point that, enhancement
of resolution by Super-Resolution Convolutional Neural Network (SRCNN) will
lessen the chance of misclassification of pixels, even under the established
recognition methods. We tested the method on original LANDSAT-7 images of
different regions of Sundarbans and their upscaled versions which were produced
by bilinear interpolation, bicubic interpolation, and SRCNN respectively and it
was discovered that SRCNN outperforms the others by a significant amount.
",Pritom Bose; Debolina Halder; Oliur Rahman; Turash Haque Pial,10.48550/arXiv.2207.02301,http://arxiv.org/abs/2207.02301v1
http://arxiv.org/abs/1705.00430v1,2017,Sub-Pixel Registration of Wavelet-Encoded Images,"  Sub-pixel registration is a crucial step for applications such as
super-resolution in remote sensing, motion compensation in magnetic resonance
imaging, and non-destructive testing in manufacturing, to name a few. Recently,
these technologies have been trending towards wavelet encoded imaging and
sparse/compressive sensing. The former plays a crucial role in reducing imaging
artifacts, while the latter significantly increases the acquisition speed. In
view of these new emerging needs for applications of wavelet encoded imaging,
we propose a sub-pixel registration method that can achieve direct wavelet
domain registration from a sparse set of coefficients. We make the following
contributions: (i) We devise a method of decoupling scale, rotation, and
translation parameters in the Haar wavelet domain, (ii) We derive explicit
mathematical expressions that define in-band sub-pixel registration in terms of
wavelet coefficients, (iii) Using the derived expressions, we propose an
approach to achieve in-band subpixel registration, avoiding back and forth
transformations. (iv) Our solution remains highly accurate even when a sparse
set of coefficients are used, which is due to localization of signals in a
sparse set of wavelet coefficients. We demonstrate the accuracy of our method,
and show that it outperforms the state-of-the-art on simulated and real data,
even when the data is sparse.
",Vildan Atalay Aydin; Hassan Foroosh,10.48550/arXiv.1705.00430,http://arxiv.org/abs/1705.00430v1
http://arxiv.org/abs/1808.10072v2,2018,"Super-Resolution for Hyperspectral and Multispectral Image Fusion
  Accounting for Seasonal Spectral Variability","  Image fusion combines data from different heterogeneous sources to obtain
more precise information about an underlying scene. Hyperspectral-multispectral
(HS-MS) image fusion is currently attracting great interest in remote sensing
since it allows the generation of high spatial resolution HS images,
circumventing the main limitation of this imaging modality. Existing HS-MS
fusion algorithms, however, neglect the spectral variability often existing
between images acquired at different time instants. This time difference causes
variations in spectral signatures of the underlying constituent materials due
to different acquisition and seasonal conditions. This paper introduces a novel
HS-MS image fusion strategy that combines an unmixing-based formulation with an
explicit parametric model for typical spectral variability between the two
images. Simulations with synthetic and real data show that the proposed
strategy leads to a significant performance improvement under spectral
variability and state-of-the-art performance otherwise.
",Ricardo Augusto Borsoi; Tales Imbiriba; José Carlos Moreira Bermudez,10.1109/TIP.2019.2928895,http://arxiv.org/abs/1808.10072v2
http://arxiv.org/abs/1809.05956v2,2018,A Distributed Learning Architecture for Scientific Imaging Problems,"  Current trends in scientific imaging are challenged by the emerging need of
integrating sophisticated machine learning with Big Data analytics platforms.
This work proposes an in-memory distributed learning architecture for enabling
sophisticated learning and optimization techniques on scientific imaging
problems, which are characterized by the combination of variant information
from different origins. We apply the resulting, Spark-compliant, architecture
on two emerging use cases from the scientific imaging domain, namely: (a) the
space variant deconvolution of galaxy imaging surveys (astrophysics), (b) the
super-resolution based on coupled dictionary training (remote sensing). We
conduct evaluation studies considering relevant datasets, and the results
report at least 60\% improvement in time response against the conventional
computing solutions. Ultimately, the offered discussion provides useful
practical insights on the impact of key Spark tuning parameters on the speedup
achieved, and the memory/disk footprint.
",A. Panousopoulou; S. Farrens; K. Fotiadou; A. Woiselle; G. Tsagkatakis; J-L. Starck; P. Tsakalides,10.48550/arXiv.1809.05956,http://arxiv.org/abs/1809.05956v2
http://arxiv.org/abs/1901.11352v1,2019,Deep Learning for Inverse Problems: Bounds and Regularizers,"  Inverse problems arise in a number of domains such as medical imaging, remote
sensing, and many more, relying on the use of advanced signal and image
processing approaches -- such as sparsity-driven techniques -- to determine
their solution. This paper instead studies the use of deep learning approaches
to approximate the solution of inverse problems. In particular, the paper
provides a new generalization bound, depending on key quantity associated with
a deep neural network -- its Jacobian matrix -- that also leads to a number of
computationally efficient regularization strategies applicable to inverse
problems. The paper also tests the proposed regularization strategies in a
number of inverse problems including image super-resolution ones. Our numerical
results conducted on various datasets show that both fully connected and
convolutional neural networks regularized using the regularization or proxy
regularization strategies originating from our theory exhibit much better
performance than deep networks regularized with standard approaches such as
weight-decay.
",Jaweria Amjad; Zhaoyan Lyu; Miguel R. D. Rodrigues,10.48550/arXiv.1901.11352,http://arxiv.org/abs/1901.11352v1
http://arxiv.org/abs/2109.09289v2,2021,"TempNet -- Temporal Super Resolution of Radar Rainfall Products with
  Residual CNNs","  The temporal and spatial resolution of rainfall data is crucial for
environmental modeling studies in which its variability in space and time is
considered as a primary factor. Rainfall products from different remote sensing
instruments (e.g., radar, satellite) have different space-time resolutions
because of the differences in their sensing capabilities and post-processing
methods. In this study, we developed a deep learning approach that augments
rainfall data with increased time resolutions to complement relatively lower
resolution products. We propose a neural network architecture based on
Convolutional Neural Networks (CNNs) to improve the temporal resolution of
radar-based rainfall products and compare the proposed model with an optical
flow-based interpolation method and CNN-baseline model. The methodology
presented in this study could be used for enhancing rainfall maps with better
temporal resolution and imputation of missing frames in sequences of 2D
rainfall maps to support hydrological and flood forecasting studies.
",Muhammed Sit; Bong-Chul Seo; Ibrahim Demir,10.48550/arXiv.2109.09289,http://arxiv.org/abs/2109.09289v2
http://arxiv.org/abs/2211.02973v1,2022,"Mixture-Net: Low-Rank Deep Image Prior Inspired by Mixture Models for
  Spectral Image Recovery","  This paper proposes a non-data-driven deep neural network for spectral image
recovery problems such as denoising, single hyperspectral image
super-resolution, and compressive spectral imaging reconstruction. Unlike
previous methods, the proposed approach, dubbed Mixture-Net, implicitly learns
the prior information through the network. Mixture-Net consists of a deep
generative model whose layers are inspired by the linear and non-linear
low-rank mixture models, where the recovered image is composed of a weighted
sum between the linear and non-linear decomposition. Mixture-Net also provides
a low-rank decomposition interpreted as the spectral image abundances and
endmembers, helpful in achieving remote sensing tasks without running
additional routines. The experiments show the MixtureNet effectiveness
outperforming state-of-the-art methods in recovery quality with the advantage
of architecture interpretability.
",Tatiana Gelvez-Barrera; Jorge Bacca; Henry Arguello,10.48550/arXiv.2211.02973,http://arxiv.org/abs/2211.02973v1
http://arxiv.org/abs/2212.06466v1,2022,Source-Aware Spatial-Spectral-Integrated Double U-Net for Image Fusion,"  In image fusion tasks, pictures from different sources possess distinctive
properties, therefore treating them equally will lead to inadequate feature
extracting. Besides, multi-scaled networks capture information more
sufficiently than single-scaled models in pixel-wised problems. In light of
these factors, we propose a source-aware spatial-spectral-integrated double
U-shaped network called $\rm{(SU)^2}$Net. The network is mainly composed of a
spatial U-net and a spectral U-net, which learn spatial details and spectral
characteristics discriminately and hierarchically. In contrast with most
previous works that simply apply concatenation to integrate spatial and
spectral information, a novel structure named the spatial-spectral block
(called $\rm{S^2}$Block) is specially designed to merge feature maps from
different sources effectively. Experiment results show that our method
outperforms the representative state-of-the-art (SOTA) approaches in both
quantitative and qualitative evaluations for a variety of image fusion
missions, including remote sensing pansharpening and hyperspectral image
super-resolution (HISR).
",Siran Peng; Chenhao Guo; Xiao Wu,10.48550/arXiv.2212.06466,http://arxiv.org/abs/2212.06466v1
http://arxiv.org/abs/2103.00188v1,2021,"Super-resolution-based Change Detection Network with Stacked Attention
  Module for Images with Different Resolutions","  Change detection, which aims to distinguish surface changes based on
bi-temporal images, plays a vital role in ecological protection and urban
planning. Since high resolution (HR) images cannot be typically acquired
continuously over time, bi-temporal images with different resolutions are often
adopted for change detection in practical applications. Traditional
subpixel-based methods for change detection using images with different
resolutions may lead to substantial error accumulation when HR images are
employed; this is because of intraclass heterogeneity and interclass
similarity. Therefore, it is necessary to develop a novel method for change
detection using images with different resolutions, that is more suitable for HR
images. To this end, we propose a super-resolution-based change detection
network (SRCDNet) with a stacked attention module. The SRCDNet employs a super
resolution (SR) module containing a generator and a discriminator to directly
learn SR images through adversarial learning and overcome the resolution
difference between bi-temporal images. To enhance the useful information in
multi-scale features, a stacked attention module consisting of five
convolutional block attention modules (CBAMs) is integrated to the feature
extractor. The final change map is obtained through a metric learning-based
change decision module, wherein a distance map between bi-temporal features is
calculated. The experimental results demonstrate the superiority of the
proposed method, which not only outperforms all baselines -with the highest F1
scores of 87.40% on the building change detection dataset and 92.94% on the
change detection dataset -but also obtains the best accuracies on experiments
performed with images having a 4x and 8x resolution difference. The source code
of SRCDNet will be available at https://github.com/liumency/SRCDNet.
",Mengxi Liu; Qian Shi; Andrea Marinoni; Da He; Xiaoping Liu; Liangpei Zhang,10.1109/TGRS.2021.3091758,http://arxiv.org/abs/2103.00188v1
http://arxiv.org/abs/2205.06407v1,2022,"Tensor Decompositions for Hyperspectral Data Processing in Remote
  Sensing: A Comprehensive Review","  Owing to the rapid development of sensor technology, hyperspectral (HS)
remote sensing (RS) imaging has provided a significant amount of spatial and
spectral information for the observation and analysis of the Earth's surface at
a distance of data acquisition devices, such as aircraft, spacecraft, and
satellite. The recent advancement and even revolution of the HS RS technique
offer opportunities to realize the full potential of various applications,
while confronting new challenges for efficiently processing and analyzing the
enormous HS acquisition data. Due to the maintenance of the 3-D HS inherent
structure, tensor decomposition has aroused widespread concern and research in
HS data processing tasks over the past decades. In this article, we aim at
presenting a comprehensive overview of tensor decomposition, specifically
contextualizing the five broad topics in HS data processing, and they are HS
restoration, compressed sensing, anomaly detection, super-resolution, and
spectral unmixing. For each topic, we elaborate on the remarkable achievements
of tensor decomposition models for HS RS with a pivotal description of the
existing methodologies and a representative exhibition on the experimental
results. As a result, the remaining challenges of the follow-up research
directions are outlined and discussed from the perspective of the real HS RS
practices and tensor decomposition merged with advanced priors and even with
deep neural networks. This article summarizes different tensor
decomposition-based HS data processing methods and categorizes them into
different classes from simple adoptions to complex combinations with other
priors for the algorithm beginners. We also expect this survey can provide new
investigations and development trends for the experienced researchers who
understand tensor decomposition and HS RS to some extent.
",Minghua Wang; Danfeng Hong; Zhu Han; Jiaxin Li; Jing Yao; Lianru Gao; Bing Zhang; Jocelyn Chanussot,10.48550/arXiv.2205.06407,http://arxiv.org/abs/2205.06407v1
http://arxiv.org/abs/1904.12175v5,2019,"Unsupervised and Unregistered Hyperspectral Image Super-Resolution with
  Mutual Dirichlet-Net","  Hyperspectral images (HSI) provide rich spectral information that contributed
to the successful performance improvement of numerous computer vision tasks.
However, it can only be achieved at the expense of images' spatial resolution.
Hyperspectral image super-resolution (HSI-SR) addresses this problem by fusing
low resolution (LR) HSI with multispectral image (MSI) carrying much higher
spatial resolution (HR). All existing HSI-SR approaches require the LR HSI and
HR MSI to be well registered and the reconstruction accuracy of the HR HSI
relies heavily on the registration accuracy of different modalities. This paper
exploits the uncharted problem domain of HSI-SR without the requirement of
multi-modality registration. Given the unregistered LR HSI and HR MSI with
overlapped regions, we design a unique unsupervised learning structure linking
the two unregistered modalities by projecting them into the same statistical
space through the same encoder. The mutual information (MI) is further adopted
to capture the non-linear statistical dependencies between the representations
from two modalities (carrying spatial information) and their raw inputs. By
maximizing the MI, spatial correlations between different modalities can be
well characterized to further reduce the spectral distortion. A collaborative
$l_{2,1}$ norm is employed as the reconstruction error instead of the more
common $l_2$ norm, so that individual pixels can be recovered as accurately as
possible. With this design, the network allows to extract correlated spectral
and spatial information from unregistered images that better preserves the
spectral information. The proposed method is referred to as unregistered and
unsupervised mutual Dirichlet Net ($u^2$-MDN). Extensive experimental results
using benchmark HSI datasets demonstrate the superior performance of $u^2$-MDN
as compared to the state-of-the-art.
",Ying Qu; Hairong Qi; Chiman Kwan; Naoto Yokoya; Jocelyn Chanussot,10.1109/TGRS.2021.3079518,http://arxiv.org/abs/1904.12175v5
http://arxiv.org/abs/2209.13351v1,2022,"SuperYOLO: Super Resolution Assisted Object Detection in Multimodal
  Remote Sensing Imagery","  In this paper, we propose an accurate yet fast small object detection method
for RSI, named SuperYOLO, which fuses multimodal data and performs high
resolution (HR) object detection on multiscale objects by utilizing the
assisted super resolution (SR) learning and considering both the detection
accuracy and computation cost. First, we construct a compact baseline by
removing the Focus module to keep the HR features and significantly overcomes
the missing error of small objects. Second, we utilize pixel-level multimodal
fusion (MF) to extract information from various data to facilitate more
suitable and effective features for small objects in RSI. Furthermore, we
design a simple and flexible SR branch to learn HR feature representations that
can discriminate small objects from vast backgrounds with low-resolution (LR)
input, thus further improving the detection accuracy. Moreover, to avoid
introducing additional computation, the SR branch is discarded in the inference
stage and the computation of the network model is reduced due to the LR input.
Experimental results show that, on the widely used VEDAI RS dataset, SuperYOLO
achieves an accuracy of 73.61% (in terms of mAP50), which is more than 10%
higher than the SOTA large models such as YOLOv5l, YOLOv5x and RS designed
YOLOrs. Meanwhile, the GFOLPs and parameter size of SuperYOLO are about 18.1x
and 4.2x less than YOLOv5x. Our proposed model shows a favorable accuracy-speed
trade-off compared to the state-of-art models. The code will be open sourced at
https://github.com/icey-zhang/SuperYOLO.
",Jiaqing Zhang; Jie Lei; Weiying Xie; Zhenman Fang; Yunsong Li; Qian Du,10.48550/arXiv.2209.13351,http://arxiv.org/abs/2209.13351v1
http://arxiv.org/abs/2301.11154v1,2023,"Multitemporal and multispectral data fusion for super-resolution of
  Sentinel-2 images","  Multispectral Sentinel-2 images are a valuable source of Earth observation
data, however spatial resolution of their spectral bands limited to 10 m, 20 m,
and 60 m ground sampling distance remains insufficient in many cases. This
problem can be addressed with super-resolution, aimed at reconstructing a
high-resolution image from a low-resolution observation. For Sentinel-2,
spectral information fusion allows for enhancing the 20 m and 60 m bands to the
10 m resolution. Also, there were attempts to combine multitemporal stacks of
individual Sentinel-2 bands, however these two approaches have not been
combined so far. In this paper, we introduce DeepSent -- a new deep network for
super-resolving multitemporal series of multispectral Sentinel-2 images. It is
underpinned with information fusion performed simultaneously in the spectral
and temporal dimensions to generate an enlarged multispectral image. In our
extensive experimental study, we demonstrate that our solution outperforms
other state-of-the-art techniques that realize either multitemporal or
multispectral data fusion. Furthermore, we show that the advantage of DeepSent
results from how these two fusion types are combined in a single architecture,
which is superior to performing such fusion in a sequential manner.
Importantly, we have applied our method to super-resolve real-world Sentinel-2
images, enhancing the spatial resolution of all the spectral bands to 3.3 m
nominal ground sampling distance, and we compare the outcome with very
high-resolution WorldView-2 images. We will publish our implementation upon
paper acceptance, and we expect it will increase the possibilities of
exploiting super-resolved Sentinel-2 images in real-life applications.
",Tomasz Tarasiewicz; Jakub Nalepa; Reuben A. Farrugia; Gianluca Valentino; Mang Chen; Johann A. Briffa; Michal Kawulok,10.48550/arXiv.2301.11154,http://arxiv.org/abs/2301.11154v1
http://arxiv.org/abs/1803.04271v2,2018,"Super-resolution of Sentinel-2 images: Learning a globally applicable
  deep neural network","  The Sentinel-2 satellite mission delivers multi-spectral imagery with 13
spectral bands, acquired at three different spatial resolutions. The aim of
this research is to super-resolve the lower-resolution (20 m and 60 m Ground
Sampling Distance - GSD) bands to 10 m GSD, so as to obtain a complete data
cube at the maximal sensor resolution. We employ a state-of-the-art
convolutional neural network (CNN) to perform end-to-end upsampling, which is
trained with data at lower resolution, i.e., from 40->20 m, respectively
360->60 m GSD. In this way, one has access to a virtually infinite amount of
training data, by downsampling real Sentinel-2 images. We use data sampled
globally over a wide range of geographical locations, to obtain a network that
generalises across different climate zones and land-cover types, and can
super-resolve arbitrary Sentinel-2 images without the need of retraining. In
quantitative evaluations (at lower scale, where ground truth is available), our
network, which we call DSen2, outperforms the best competing approach by almost
50% in RMSE, while better preserving the spectral characteristics. It also
delivers visually convincing results at the full 10 m GSD. The code is
available at https://github.com/lanha/DSen2
",Charis Lanaras; José Bioucas-Dias; Silvano Galliani; Emmanuel Baltsavias; Konrad Schindler,10.1016/j.isprsjprs.2018.09.018,http://arxiv.org/abs/1803.04271v2
http://arxiv.org/abs/1904.10341v1,2019,Single-photon computational 3D imaging at 45 km,"  Long-range active imaging has a variety of applications in remote sensing and
target recognition. Single-photon LiDAR (light detection and ranging) offers
single-photon sensitivity and picosecond timing resolution, which is desirable
for high-precision three-dimensional (3D) imaging over long distances. Despite
important progress, further extending the imaging range presents enormous
challenges because only weak echo photons return and are mixed with strong
noise. Herein, we tackled these challenges by constructing a high-efficiency,
low-noise confocal single-photon LiDAR system, and developing a
long-range-tailored computational algorithm that provides high photon
efficiency and super-resolution in the transverse domain. Using this technique,
we experimentally demonstrated active single-photon 3D-imaging at a distance of
up to 45 km in an urban environment, with a low return-signal level of $\sim$1
photon per pixel. Our system is feasible for imaging at a few hundreds of
kilometers by refining the setup, and thus represents a significant milestone
towards rapid, low-power, and high-resolution LiDAR over extra-long ranges.
",Zheng-Ping Li; Xin Huang; Yuan Cao; Bin Wang; Yu-Huai Li; Weijie Jin; Chao Yu; Jun Zhang; Qiang Zhang; Cheng-Zhi Peng; Feihu Xu; Jian-Wei Pan,10.1364/PRJ.390091,http://arxiv.org/abs/1904.10341v1
http://arxiv.org/abs/2003.06792v2,2020,Learning Enriched Features for Real Image Restoration and Enhancement,"  With the goal of recovering high-quality image content from its degraded
version, image restoration enjoys numerous applications, such as in
surveillance, computational photography, medical imaging, and remote sensing.
Recently, convolutional neural networks (CNNs) have achieved dramatic
improvements over conventional approaches for image restoration task. Existing
CNN-based methods typically operate either on full-resolution or on
progressively low-resolution representations. In the former case, spatially
precise but contextually less robust results are achieved, while in the latter
case, semantically reliable but spatially less accurate outputs are generated.
In this paper, we present a novel architecture with the collective goals of
maintaining spatially-precise high-resolution representations through the
entire network and receiving strong contextual information from the
low-resolution representations. The core of our approach is a multi-scale
residual block containing several key elements: (a) parallel multi-resolution
convolution streams for extracting multi-scale features, (b) information
exchange across the multi-resolution streams, (c) spatial and channel attention
mechanisms for capturing contextual information, and (d) attention based
multi-scale feature aggregation. In a nutshell, our approach learns an enriched
set of features that combines contextual information from multiple scales,
while simultaneously preserving the high-resolution spatial details. Extensive
experiments on five real image benchmark datasets demonstrate that our method,
named as MIRNet, achieves state-of-the-art results for a variety of image
processing tasks, including image denoising, super-resolution, and image
enhancement. The source code and pre-trained models are available at
https://github.com/swz30/MIRNet.
",Syed Waqas Zamir; Aditya Arora; Salman Khan; Munawar Hayat; Fahad Shahbaz Khan; Ming-Hsuan Yang; Ling Shao,10.48550/arXiv.2003.06792,http://arxiv.org/abs/2003.06792v2
http://arxiv.org/abs/2006.16644v1,2020,"Rethinking CNN-Based Pansharpening: Guided Colorization of Panchromatic
  Images via GANs","  Convolutional Neural Networks (CNN)-based approaches have shown promising
results in pansharpening of satellite images in recent years. However, they
still exhibit limitations in producing high-quality pansharpening outputs. To
that end, we propose a new self-supervised learning framework, where we treat
pansharpening as a colorization problem, which brings an entirely novel
perspective and solution to the problem compared to existing methods that base
their solution solely on producing a super-resolution version of the
multispectral image. Whereas CNN-based methods provide a reduced resolution
panchromatic image as input to their model along with reduced resolution
multispectral images, hence learn to increase their resolution together, we
instead provide the grayscale transformed multispectral image as input, and
train our model to learn the colorization of the grayscale input. We further
address the fixed downscale ratio assumption during training, which does not
generalize well to the full-resolution scenario. We introduce a noise injection
into the training by randomly varying the downsampling ratios. Those two
critical changes, along with the addition of adversarial training in the
proposed PanColorization Generative Adversarial Networks (PanColorGAN)
framework, help overcome the spatial detail loss and blur problems that are
observed in CNN-based pansharpening. The proposed approach outperforms the
previous CNN-based and traditional methods as demonstrated in our experiments.
",Furkan Ozcelik; Ugur Alganci; Elif Sertel; Gozde Unal,10.1109/TGRS.2020.3010441,http://arxiv.org/abs/2006.16644v1
http://arxiv.org/abs/2209.07414v1,2022,"Trustworthy modelling of atmospheric formaldehyde powered by deep
  learning","  Formaldehyde (HCHO) is one one of the most important trace gas in the
atmosphere, as it is a pollutant causing respiratory and other diseases. It is
also a precursor of tropospheric ozone which damages crops and deteriorates
human health. Study of HCHO chemistry and long-term monitoring using satellite
data is important from the perspective of human health, food security and air
pollution. Dynamic atmospheric chemistry models struggle to simulate
atmospheric formaldehyde and often overestimate by up to two times relative to
satellite observations and reanalysis. Spatial distribution of modelled HCHO
also fail to match satellite observations. Here, we present deep learning
approach using a simple super-resolution based convolutional neural network
towards simulating fast and reliable atmospheric HCHO. Our approach is an
indirect method of HCHO estimation without the need to chemical equations. We
find that deep learning outperforms dynamical model simulations which involves
complicated atmospheric chemistry representation. Causality establishing the
nonlinear relationships of different variables to target formaldehyde is
established in our approach by using a variety of precursors from meteorology
and chemical reanalysis to target OMI AURA satellite based HCHO predictions. We
choose South Asia for testing our implementation as it doesnt have in situ
measurements of formaldehyde and there is a need for improved quality data over
the region. Moreover, there are spatial and temporal data gaps in the satellite
product which can be removed by trustworthy modelling of atmospheric
formaldehyde. This study is a novel attempt using computer vision for
trustworthy modelling of formaldehyde from remote sensing can lead to cascading
societal benefits.
",Mriganka Sekhar Biswas; Manmeet Singh,10.48550/arXiv.2209.07414,http://arxiv.org/abs/2209.07414v1
http://arxiv.org/abs/2205.01649v1,2022,Learning Enriched Features for Fast Image Restoration and Enhancement,"  Given a degraded input image, image restoration aims to recover the missing
high-quality image content. Numerous applications demand effective image
restoration, e.g., computational photography, surveillance, autonomous
vehicles, and remote sensing. Significant advances in image restoration have
been made in recent years, dominated by convolutional neural networks (CNNs).
The widely-used CNN-based methods typically operate either on full-resolution
or on progressively low-resolution representations. In the former case, spatial
details are preserved but the contextual information cannot be precisely
encoded. In the latter case, generated outputs are semantically reliable but
spatially less accurate. This paper presents a new architecture with a holistic
goal of maintaining spatially-precise high-resolution representations through
the entire network, and receiving complementary contextual information from the
low-resolution representations. The core of our approach is a multi-scale
residual block containing the following key elements: (a) parallel
multi-resolution convolution streams for extracting multi-scale features, (b)
information exchange across the multi-resolution streams, (c) non-local
attention mechanism for capturing contextual information, and (d) attention
based multi-scale feature aggregation. Our approach learns an enriched set of
features that combines contextual information from multiple scales, while
simultaneously preserving the high-resolution spatial details. Extensive
experiments on six real image benchmark datasets demonstrate that our method,
named as MIRNet-v2 , achieves state-of-the-art results for a variety of image
processing tasks, including defocus deblurring, image denoising,
super-resolution, and image enhancement. The source code and pre-trained models
are available at https://github.com/swz30/MIRNetv2
",Syed Waqas Zamir; Aditya Arora; Salman Khan; Munawar Hayat; Fahad Shahbaz Khan; Ming-Hsuan Yang; Ling Shao,10.48550/arXiv.2205.01649,http://arxiv.org/abs/2205.01649v1
